Id,Title,Amount,IsPreferential,SourceAccountId,DestinationAccountId,BankDepartmentId,CurrencyId,TimeFrameId
98,intempussitamet,827,false,427,631,82,4,139
99,curaenulla,923,true,77,263,65,4,34
100,primis,1513,false,950,282,96,3,84
101,rhoncus,541,false,866,699,48,4,90
102,purus,1435,true,898,89,96,1,100
103,quisliberonullamsit,3041,false,32,707,43,3,2
104,ac,544,false,176,528,86,3,159
105,sapienurnapretium,1191,true,316,951,9,3,16
106,quisorciegetorcivehicula,857,false,839,359,27,2,5
107,viverrapede,2484,false,955,232,75,4,39
108,utvolutpatsapien,2762,true,266,789,65,3,2
109,utvolutpatsapien,3951,false,594,52,89,1,105
110,quisque,2825,false,424,437,70,5,117
111,eleifendquam,2345,true,685,276,88,3,30
112,namnullaintegerpede,1468,false,621,228,37,3,81
113,auguea,2719,false,626,479,39,3,147
114,a,2014,true,651,47,45,2,56
115,acneque,2473,false,779,991,75,2,102
116,sapiencursus,3319,false,396,829,25,2,37
117,mattisegestasmetus,1641,true,765,951,59,1,92
118,purussitametnulla,45,false,999,396,27,1,126
119,aeneansitametjusto,2056,false,519,97,69,5,151
120,liberononmattis,129,true,122,883,10,3,129
121,tortorsollicitudinmisit,3267,false,934,146,20,1,52
122,volutpateleifenddonecut,21,false,909,990,29,5,152
123,pharetramagnavestibulumaliquetultrices,1085,true,224,666,62,1,36
124,ridiculusmusetiamvel,824,false,157,863,87,5,177
125,morbi,2869,false,680,924,89,2,6
126,placeratpraesentblandit,768,true,711,632,47,1,153
127,vitaeipsumaliquamnonmauris,2780,false,251,891,44,5,136
128,vestibulum,2688,false,203,448,55,1,102
129,condimentumnequesapienplaceratante,2184,true,677,196,83,1,94
130,aeneanauctorgravida,3279,false,722,806,66,5,26
131,lectusinquamfringillarhoncus,1635,false,748,760,73,5,127
132,sitameteratnulla,885,true,567,484,13,5,35
133,duismattisegestasmetus,3084,false,291,344,9,5,56
134,turpis,2668,false,989,660,38,1,41
135,parturientmontes,1664,true,727,815,79,4,38
136,atdolor,2019,false,584,758,69,5,15
137,plateadictumstmorbivestibulum,1827,false,660,566,96,5,105
138,iaculisjustoin,2853,true,371,197,31,4,101
139,lectussuspendissepotenti,1244,false,531,510,28,2,164
140,maurisullamcorperpurussit,3684,false,122,250,13,3,159
141,conguerisussemper,179,true,204,974,10,3,48
142,sollicitudinutsuscipitafeugiat,507,false,110,386,40,1,114
143,consequatmorbi,1538,false,905,184,99,4,141
144,luctusrutrumnullatellus,3761,true,223,426,1,3,61
145,sedinterdumvenenatis,2282,false,373,403,41,4,87
146,augueluctustinciduntnulla,2969,false,929,337,14,2,48
147,vivamusvelnulla,245,true,340,187,42,4,173
148,inporttitorpede,1226,false,643,679,13,5,124
149,mus,3780,false,216,163,33,5,23
150,augue,2495,true,961,628,20,1,177
151,suspendissepotentinullam,3394,false,608,814,32,5,44
152,in,1938,false,975,365,17,3,31
153,nislnunc,2738,true,896,333,97,2,162
154,aeneanauctor,966,false,983,490,33,3,138
155,ultricesposuere,3139,false,251,121,10,3,82
156,ridiculusmusvivamusvestibulum,1113,true,68,482,35,3,11
157,id,1112,false,405,116,89,2,124
158,tristiqueintempus,3912,false,436,108,36,4,133
159,condimentum,1360,true,684,965,10,2,136
160,pedevenenatis,3234,false,73,510,78,5,161
161,lobortis,1055,false,947,569,21,2,77
162,rhoncus,698,true,791,263,72,4,119
163,pretiumiaculisdiamerat,971,false,405,775,14,3,158
164,odiocondimentumidluctus,900,false,476,485,96,2,159
165,diam,2578,true,977,739,28,3,15
166,phasellus,2361,false,837,207,50,3,38
167,sedtristiquein,2181,false,515,154,37,3,29
168,auguevestibulumanteipsumprimis,1381,true,85,780,45,1,9
169,tempusvelpede,1841,false,877,921,52,1,88
170,leoodio,1507,false,543,33,90,1,117
171,ameteleifendpedeliberoquis,2601,true,915,600,47,1,38
172,justo,3077,false,654,752,68,4,170
173,ornare,3206,false,828,696,48,1,52
174,ultricesposuerecubilia,676,true,364,185,78,2,52
175,alibero,3470,false,486,608,87,3,113
176,eros,1954,false,965,934,39,5,35
177,liberonullamsitametturpis,2971,true,373,923,99,1,24
178,turpisadipiscingloremvitaemattis,2166,false,303,16,35,5,2
179,lacus,463,false,245,164,81,2,41
180,vitaequamsuspendissepotentinullam,2726,true,313,864,27,5,43
181,egetelitsodales,949,false,847,267,82,3,82
182,portavolutpatquampedelobortis,3051,false,230,51,18,3,70
183,cubilia,2481,true,733,181,68,5,113
184,sagittisduivel,1151,false,700,323,54,2,117
185,mi,3822,false,251,383,10,1,39
186,vestibulum,1625,true,88,777,13,3,76
187,inpuruseumagna,3906,false,617,627,94,1,156
188,temporconvallisnulla,1787,false,903,308,28,4,159
189,potentiineleifend,1542,true,765,345,50,1,38
190,viverraegetcongueeget,566,false,39,98,81,1,119
191,inantevestibulumante,3439,false,434,463,16,3,82
192,vestibulumanteipsumprimis,2726,true,722,430,36,3,164
193,egestasmetusaeneanfermentum,1896,false,140,572,76,5,92
194,eget,697,false,667,836,32,2,77
195,dolorsitametconsectetueradipiscing,3402,true,151,979,58,2,50
196,sollicitudinutsuscipitafeugiat,2054,false,75,90,15,4,9
197,risus,1565,false,447,293,33,4,92
198,ridiculusmusvivamusvestibulumsagittis,3361,true,557,179,94,1,115
199,laciniasapienquisliberonullam,3343,false,348,728,3,5,7
200,varius,796,false,449,289,41,4,76
201,ultrices,2269,true,169,323,53,1,97
202,tempusvelpedemorbi,2877,false,842,634,33,5,26
203,suspendissepotentinullam,1217,false,957,693,23,5,26
204,justomorbiutodiocras,632,true,441,58,91,3,143
205,tortoridnulla,2982,false,38,783,5,4,156
206,eratquisqueerat,347,false,915,584,41,1,153
207,lobortisconvallistortorrisus,2048,true,347,964,87,4,64
208,temporconvallisnullaneque,2678,false,919,362,27,3,160
209,quisqueid,3951,false,587,886,38,5,15
210,vivamus,2396,true,446,483,43,1,106
211,diam,94,false,846,74,48,5,41
212,bibendum,547,false,671,244,51,4,62
213,justoeumassa,3331,true,98,412,43,1,92
214,ligulasuspendisseornareconsequat,2514,false,851,328,9,2,105
215,sociis,3745,false,400,554,4,3,131
216,eget,662,true,618,437,16,4,131
217,molestienibhinlectuspellentesque,2689,false,923,542,23,5,30
218,donecpharetramagna,2621,false,464,657,95,4,6
219,lacus,281,true,670,143,70,2,28
220,vulputatevitae,636,false,917,69,25,2,117
221,nislnuncnislduisbibendum,22,false,855,269,68,3,121
222,ut,2149,true,112,144,77,5,112
223,vestibulumegetvulputate,2911,false,942,984,34,1,131
224,variusutblanditnon,289,false,122,721,62,4,101
225,auguequamsollicitudinvitae,859,true,592,709,15,4,114
226,vestibulumproineuminulla,3939,false,810,337,24,2,3
227,inporttitor,627,false,54,163,82,2,7
228,pretiumnislut,49,true,260,145,82,2,123
229,montesnasceturridiculus,3103,false,806,76,12,4,152
230,idsapien,3420,false,738,533,29,3,70
231,libero,2877,true,994,615,4,4,10
232,a,3069,false,730,589,36,4,34
233,laciniasapienquislibero,37,false,222,610,76,2,29
234,quamfringillarhoncus,1878,true,161,239,38,4,88
235,quisaugueluctustinciduntnulla,2498,false,533,399,8,3,76
236,orciluctus,2341,false,823,980,64,2,10
237,infaucibusorciluctuset,326,true,113,592,13,5,85
238,nonummy,1023,false,176,352,3,2,136
239,orci,2625,false,769,25,17,2,16
240,nullammolestie,3233,true,727,533,79,4,89
241,montesnascetur,3202,false,913,382,97,1,3
242,metus,3440,false,103,784,90,2,51
243,duiproin,2272,true,30,84,99,4,49
244,velitdonecdiamnequevestibulum,2176,false,749,81,100,3,140
245,nisi,362,false,641,205,30,4,116
246,curabitur,1927,true,252,688,84,3,76
247,diamcraspellentesque,3006,false,215,184,96,5,115
248,suspendissepotenti,2715,false,292,204,97,1,28
249,faucibuscursusurnaut,342,true,830,195,19,5,173
250,sitametnuncviverradapibus,2512,false,54,627,74,1,32
251,feugiat,3347,false,138,199,56,5,9
252,justomorbiut,1295,true,948,999,25,1,71
253,auguevestibulumrutrum,2260,false,354,856,94,5,66
254,nibhfuscelacuspurus,281,false,896,160,88,1,29
255,etmagnisdisparturient,1408,true,293,23,77,2,109
256,velest,1302,false,910,105,84,1,76
257,afeugiateterosvestibulum,1020,false,314,256,26,4,156
258,rutrumatloreminteger,3795,true,612,100,13,4,139
259,sed,2931,false,897,176,80,5,81
260,augue,2929,false,840,654,91,1,63
261,dapibusnullasuscipitligula,3138,true,621,466,7,5,173
262,imperdietnullamorcipedevenenatis,3718,false,181,224,14,3,38
263,cumsociisnatoque,3275,false,441,191,30,3,11
264,accumsantortorquisturpissed,1728,true,680,938,71,2,137
265,nullamvarius,1132,false,849,552,94,3,54
266,volutpatdui,1940,false,83,99,67,5,27
267,pedevenenatis,2275,true,834,804,100,1,142
268,accumsan,549,false,185,316,50,2,31
269,ligulavehiculaconsequatmorbia,436,false,979,72,33,5,113
270,infelisdonecsempersapien,3827,true,29,861,83,3,120
271,nullaut,3744,false,873,951,18,3,157
272,integeracneque,3151,false,935,168,100,3,6
273,justositamet,3996,true,294,216,20,2,107
274,auguevestibulumrutrumrutrumneque,2637,false,211,472,78,1,82
275,luctuset,2214,false,64,385,52,4,11
276,diamneque,2583,true,787,288,9,1,34
277,adipiscingelitproin,3183,false,506,393,17,3,143
278,infelisdonec,3565,false,936,173,62,2,83
279,blanditultrices,2800,true,73,356,4,3,151
280,cubiliacuraeduisfaucibus,2102,false,646,762,54,5,166
281,nullamollismolestieloremquisque,1439,false,561,843,83,2,83
282,atturpis,3626,true,289,160,53,3,38
283,ultricesposuere,781,false,432,286,52,5,23
284,velsemsedsagittis,3278,false,615,421,93,5,84
285,posueremetus,437,true,384,492,66,5,93
286,pellentesqueultrices,1851,false,402,354,21,2,138
287,miintegeracnequeduis,689,false,921,534,93,1,43
288,quam,2930,true,908,934,11,3,79
289,sitameterossuspendisseaccumsan,1966,false,856,787,14,4,13
290,arculiberorutrumaclobortis,2786,false,76,472,3,3,150
291,condimentumcurabiturinlibero,2822,true,375,318,10,5,141
292,enimleorhoncus,2516,false,938,168,63,3,152
293,natoquepenatibus,800,false,805,968,18,5,128
294,diamid,3903,true,632,86,80,2,45
295,velsemsed,2906,false,568,80,60,5,145
296,elitproin,3220,false,430,31,67,2,66
297,loremvitaemattisnibhligula,1385,true,877,324,33,5,131
298,inimperdiet,1945,false,836,170,34,1,101
299,feugiatnonpretium,2840,false,199,442,72,3,34
300,consectetueradipiscingelitproininterdum,1572,true,494,768,47,3,44
301,eraterosviverraeget,1801,false,34,983,36,4,173
302,noninterdum,1811,false,301,871,49,3,86
303,egeteleifendluctusultricies,3964,true,256,920,41,2,5
304,interdumeutinciduntin,3949,false,426,727,48,2,99
305,maurismorbinonlectus,373,false,594,112,6,3,74
306,adipiscingelitproin,815,true,32,735,33,3,102
307,sedmagnaatnunc,1964,false,871,854,75,4,6
308,estdonecodiojusto,2439,false,892,26,21,1,104
309,nullam,728,true,267,941,47,3,53
310,vehiculacondimentumcurabitur,1874,false,356,479,67,4,28
311,magnavestibulumaliquet,3153,false,9,188,84,4,24
312,pedeullamcorperaugueasuscipit,2585,true,575,644,92,2,31
313,tortorduismattisegestasmetus,1282,false,846,600,21,3,120
314,aliquetatfeugiatnonpretium,2605,false,761,796,23,5,167
315,velsem,1628,true,281,565,42,5,46
316,utultricesvelauguevestibulum,2859,false,6,62,46,5,118
317,quisqueerat,1074,false,329,127,37,3,156
318,metussapien,3687,true,320,406,75,3,118
319,aliquamlacusmorbiquistortor,1810,false,785,463,72,3,118
320,ipsumaliquamnon,2566,false,645,243,75,5,81
321,aliberonamdui,627,true,219,555,57,1,136
322,auguea,2600,false,501,361,2,3,165
323,sapiennonmiintegerac,680,false,852,501,37,2,107
324,justoinblanditultricesenim,1797,true,665,390,6,5,139
325,tempus,1622,false,255,499,10,4,75
326,actellus,424,false,990,578,45,2,45
327,leoodiocondimentum,3106,true,792,257,13,3,33
328,laciniasapien,2367,false,796,937,20,3,50
329,nuncdonec,3433,false,495,274,100,2,125
330,vestibulum,3659,true,335,366,15,3,19
331,egeteleifendluctusultricieseu,1257,false,969,438,20,2,51
332,nibhquisqueidjustosit,2794,false,989,2,22,5,180
333,quisqueuteratcurabitur,69,true,234,879,100,3,30
334,posuerecubilia,2640,false,794,17,99,3,81
335,acnibhfuscelacuspurus,1127,false,532,559,63,4,18
336,bibendumfelissedinterdumvenenatis,1544,true,302,656,17,4,49
337,vitae,1374,false,997,119,35,1,15
338,loremipsumdolorsitamet,1971,false,861,521,45,5,49
339,sitametdiam,3731,true,47,802,74,5,111
340,gravidanisiatnibhin,3225,false,582,708,10,3,176
341,suspendisseaccumsan,1993,false,806,290,84,5,166
342,diaminmagnabibendumimperdiet,3083,true,970,205,96,2,73
343,maurisullamcorperpurussit,2066,false,315,91,91,4,97
344,vivamusvelnulla,2323,false,371,162,58,4,72
345,nullamsitamet,2504,true,36,850,53,5,15
346,sitametconsectetueradipiscing,3143,false,708,867,89,3,54
347,integeracleo,2495,false,415,83,24,1,85
348,integer,51,true,715,911,94,3,94
349,atnibh,2612,false,200,949,49,3,168
350,augueasuscipitnullaelit,3723,false,497,166,48,3,51
351,nequeaenean,1741,true,656,665,83,4,111
352,diamvitaequamsuspendissepotenti,512,false,717,359,80,3,26
353,commodovulputatejustoin,942,false,184,94,5,2,53
354,viverraegetcongue,142,true,724,652,91,1,81
355,leomaecenaspulvinarlobortis,1202,false,955,851,30,3,39
356,eraterosviverra,979,false,954,163,56,3,179
357,loremquisqueuteratcurabitur,2041,true,955,11,63,1,149
358,morbivel,2996,false,315,431,31,2,176
359,dapibusnullasuscipitligula,2975,false,146,292,36,1,13
360,amet,2196,true,970,184,80,1,108
361,lacus,3235,false,918,640,55,5,82
362,inquisjusto,2881,false,665,776,81,2,62
363,iaculiscongue,2305,true,804,634,78,3,164
364,infaucibusorciluctuset,787,false,341,897,57,1,165
365,eratnullatempusvivamus,2521,false,93,906,16,5,176
366,maurisenimleorhoncus,1076,true,763,865,94,1,15
367,auctorsedtristique,2196,false,288,500,19,4,117
368,congueelementum,3123,false,727,943,73,1,147
369,ante,2472,true,843,146,88,1,133
370,ametsapien,2895,false,258,744,79,2,167
371,necnisivolutpat,498,false,288,47,31,5,60
372,habitasseplateadictumstaliquamaugue,137,true,562,692,7,4,59
373,orciluctuset,977,false,188,432,55,1,128
374,purusaliquetatfeugiatnon,1779,false,89,899,3,1,110
375,auguevestibulum,3067,true,224,501,52,5,144
376,quamfringilla,649,false,409,502,13,1,41
377,sempersapien,3925,false,660,703,3,4,116
378,habitasseplateadictumstetiam,3547,true,508,202,4,1,123
379,volutpat,3875,false,279,622,3,3,125
380,etiampretium,1239,false,289,268,75,1,134
381,mattis,2036,true,881,63,37,5,102
382,ut,2521,false,515,308,22,5,6
383,estrisusauctor,848,false,343,642,70,3,72
384,loremvitaemattisnibhligula,1931,true,61,533,15,3,1
385,neceuismodscelerisquequamturpis,1281,false,374,58,86,5,97
386,sociisnatoquepenatibuset,1990,false,306,608,81,2,36
387,estettempussemperest,1335,true,498,658,14,3,14
388,quamsapienvariusut,3912,false,363,653,1,2,100
389,hachabitasse,841,false,780,492,54,4,136
390,posuere,2544,true,76,140,7,4,82
391,necnisivulputatenonummymaecenas,1787,false,902,252,81,4,167
392,eutinciduntinleomaecenas,3673,false,444,174,1,2,110
393,suscipitligulainlacuscurabitur,3514,true,90,288,9,4,71
394,rutrumaclobortisvel,442,false,399,543,94,1,127
395,ametconsectetueradipiscingelitproin,3361,false,926,612,97,2,180
396,ametjusto,1082,true,771,525,15,2,5
397,blanditnoninterduminante,933,false,631,319,29,3,147
398,massavolutpat,3162,false,428,792,46,5,152
399,nulla,3788,true,742,383,53,2,174
400,maecenasleo,2674,false,241,163,77,5,98
401,rutrumrutrumnequeaenean,3036,false,92,527,8,4,41
402,morbiporttitorlorem,2528,true,390,327,87,2,57
403,namduiproin,3049,false,874,766,37,1,178
404,eratvolutpatincongueetiam,2383,false,493,187,37,1,32
405,ameteleifendpedelibero,2931,true,698,439,82,2,73
406,eget,3897,false,989,635,15,1,23
407,turpiselementum,1840,false,375,660,17,4,34
408,pellentesqueviverrapedeacdiam,1676,true,556,52,46,3,165
409,libero,3929,false,705,8,85,5,131
410,imperdietsapienurna,313,false,755,795,60,5,25
411,maurisvulputateelementumnullamvarius,3611,true,726,229,89,2,40
412,orci,2064,false,755,671,69,5,85
413,condimentumcurabitur,468,false,603,153,42,2,29
414,cursusurna,980,true,429,702,65,5,133
415,nascetur,2532,false,656,749,93,3,37
416,namconguerisussemperporta,2238,false,421,724,100,2,40
417,dictumstmaecenasutmassa,470,true,909,917,30,1,35
418,turpisinteger,2570,false,594,780,9,2,23
419,elitsodalesscelerisquemauris,2548,false,118,188,5,2,116
420,elementum,2714,true,707,64,87,3,45
421,ultricesenimloremipsumdolor,3637,false,722,349,83,5,104
422,lectus,212,false,937,933,87,1,13
423,vestibulumvelitidpretium,3513,true,447,964,100,3,169
424,ultricesposuere,2405,false,30,352,60,2,172
425,justoetiampretiumiaculisjusto,3376,false,442,292,5,4,85
426,sollicitudinutsuscipitafeugiat,274,true,288,40,80,4,142
427,felisfusceposuerefelis,2569,false,751,683,12,2,137
428,libero,1608,false,252,379,71,1,154
429,vitaequam,473,true,131,13,62,1,63
430,velipsum,1748,false,666,967,43,3,99
431,dolormorbi,3362,false,194,278,49,4,84
432,porttitor,2531,true,744,343,33,1,73
433,atdolor,2411,false,822,106,59,2,81
434,laciniaegettincidunteget,1865,false,927,924,49,5,48
435,ac,3053,true,750,940,54,5,51
436,duisbibendummorbinonquam,143,false,818,479,73,4,148
437,cubiliacuraemaurisviverra,276,false,874,819,74,4,35
438,faucibusaccumsanodio,1113,true,777,295,90,2,69
439,velit,3097,false,639,730,79,1,172
440,nisivulputatenonummymaecenas,2246,false,525,620,41,1,28
441,vestibulumsedmagnaat,2739,true,675,660,43,4,174
442,sitametcursusid,3658,false,623,955,41,3,156
443,parturient,3675,false,814,834,4,5,88
444,augueluctustincidunt,1756,true,643,835,21,2,87
445,parturientmontesnasceturridiculus,282,false,734,558,69,3,6
446,aliquetatfeugiatnonpretium,1191,false,411,214,25,1,137
447,congueegetsemperrutrum,2921,true,476,394,81,4,21
448,nequeaenean,86,false,583,863,36,4,45
449,venenatis,2923,false,543,143,99,3,129
450,sollicitudinut,1022,true,226,292,31,2,157
451,idsapieninsapieniaculis,3326,false,964,622,70,3,157
452,magnisdis,3828,false,285,618,5,4,146
453,molestiesedjustopellentesqueviverra,1446,true,92,538,16,4,39
454,morbiquistortoridnulla,3013,false,348,331,16,4,1
455,interdumeutinciduntinleo,1352,false,3,60,12,3,3
456,pretiumnislutvolutpatsapien,462,true,997,192,13,5,11
457,egeteleifendluctus,102,false,898,562,83,5,48
458,ipsum,647,false,565,789,16,5,175
459,molestie,1027,true,141,459,49,1,74
460,donecquisorciegetorci,1155,false,323,643,52,3,97
461,pharetramagnaacconsequatmetus,3813,false,613,412,90,2,95
462,morbivestibulum,3641,true,124,960,98,2,98
463,apedeposuere,1294,false,970,220,58,2,34
464,blanditultricesenimlorem,295,false,810,610,87,3,83
465,luctusultricieseu,2493,true,326,682,13,3,93
466,infeliseusapien,1597,false,146,262,40,1,13
467,semper,1107,false,31,117,45,5,63
468,sagittis,190,true,43,677,90,2,18
469,tortoridnulla,3249,false,890,931,56,3,15
470,vitaequamsuspendissepotentinullam,1767,false,809,958,36,2,93
471,accumsanfelis,372,true,146,284,75,3,32
472,commodoplaceratpraesent,2256,false,805,441,79,2,158
473,turpisenimblanditmiin,3991,false,331,428,58,2,96
474,eunibhquisque,1115,true,736,650,33,3,170
475,lectus,3414,false,636,973,17,1,131
476,aliquamquisturpiseget,1071,false,608,447,37,5,20
477,venenatisturpisenimblanditmi,3621,true,655,142,92,1,6
478,necnisi,3786,false,302,450,57,5,163
479,curaedonecpharetramagnavestibulum,2451,false,152,51,62,4,138
480,justoeumassadonecdapibus,1646,true,335,409,51,5,130
481,velauguevestibulum,3658,false,344,862,43,2,76
482,turpis,899,false,121,933,43,4,44
483,aliquamquisturpis,1357,true,927,540,35,2,101
484,augue,1714,false,322,147,76,1,68
485,libero,2286,false,254,548,27,1,40
486,feliseusapiencursusvestibulum,2244,true,320,155,60,3,96
487,sedjusto,730,false,881,992,19,5,113
488,fusceposuerefelissedlacus,1860,false,39,396,11,4,80
489,lectusaliquamsitametdiam,2275,true,285,412,4,4,177
490,eusapiencursus,975,false,366,42,74,1,37
491,vestibulumanteipsumprimisin,1778,false,502,439,14,2,38
492,tellusnullauterat,287,true,681,987,13,5,99
493,accumsan,2010,false,642,864,64,1,52
494,in,873,false,149,848,68,4,48
495,volutpateratquisqueerateros,476,true,63,519,81,4,172
496,inhachabitasseplatea,3193,false,329,214,96,5,146
497,suspendisse,635,false,99,209,7,4,11
498,loremvitaemattis,3685,true,151,61,88,4,116
499,id,37,false,130,945,16,1,82
500,porttitorpedejustoeumassa,1379,false,346,797,89,5,61
501,ipsumdolorsitamet,1723,true,342,365,7,1,91
502,morbinon,1375,false,7,503,51,4,27
503,curae,1508,false,731,779,5,2,15
504,idlobortisconvallis,468,true,685,586,100,4,100
505,condimentumcurabiturinlibero,3417,false,66,394,8,4,147
506,massa,2159,false,748,179,69,4,2
507,hendreritat,1345,true,13,809,100,1,28
508,dapibus,2915,false,522,471,93,3,88
509,aliquetmassa,86,false,16,290,77,1,180
510,proinrisuspraesentlectus,979,true,242,418,82,1,6
511,sitamet,992,false,485,421,97,1,6
512,etiam,1457,false,929,529,10,1,160
513,velsemsed,3131,true,841,831,99,2,166
514,massadonecdapibus,2352,false,677,235,66,2,28
515,diamneque,3679,false,499,158,72,5,5
516,ultricieseunibh,196,true,200,598,11,5,178
517,estphasellussitameterat,3164,false,818,64,84,1,129
518,scelerisquemaurissitameteros,3022,false,274,97,55,4,80
519,morbivellectus,1326,true,889,552,60,5,66
520,parturientmontesnasceturridiculusmus,1987,false,720,492,28,2,69
521,acnibh,153,false,976,755,2,4,102
522,quisturpisegetelit,1123,true,723,373,81,2,171
523,hachabitasseplatea,1890,false,647,61,30,5,125
524,nulla,1015,false,218,24,93,4,97
525,anteipsum,1236,true,670,181,6,1,59
526,interdumeutinciduntinleo,490,false,109,574,13,3,133
527,uteratcurabiturgravida,2416,false,887,809,39,3,47
528,faucibusorci,1121,true,84,139,80,5,111
529,enimleorhoncus,2321,false,696,829,98,1,149
530,metusarcuadipiscing,1825,false,381,87,68,5,60
531,integertinciduntante,1517,true,892,493,15,4,141
532,loremintegertinciduntantevel,1334,false,944,245,8,4,100
533,tempussemperestquam,2386,false,117,108,59,2,96
